uuid,object_type,registration_form,business_sector,main_location,country_abbreviations,identitification_uuid,founded_on,created
e87b4072-40e3-455b-ab9a-a8c6082b34a1,company,gbr,other_services,Berlin,DE,6e60dab4-ed19-414d-a6c4-1ac76f6fb85b,2/22/2003,1/12/2018
43c49e14-0dc8-42fa-aa26-6d7ed3ce2a14,selbstaendiger,gbr,other_economic_services,Petersberg,DE,9a11c232-4035-4e29-9388-f490d165a050,10/5/1975,3/3/2019
a7ca6c5f-9423-4ea9-84a5-d1395889e3f3,company,gbr,other_services,Leipzig,DE,8a3924e4-e42d-4e15-a3d4-2129a078e761,10/20/1962,12/29/2018
a29dd277-d552-4575-81d7-5a4d8950168e,selbstaendiger,gbr,other_services,Böhlen,DE,84f68651-ede6-4f16-a7ca-f07e7641c943,4/3/1979,4/1/2019
574d5d8c-0b94-437b-9d83-fccf776be906,company,gbr,gastronomy,Frankfurt am Main,DE,bfc010f0-1e51-494c-a453-568abae669c7,2/9/1966,2/27/2019
cd6c6ce4-9555-4fc4-929a-be71721c0944,company,gbr,other_economic_services,Vilseck,DE,56adb8dd-48c5-4792-b1a5-7d7afefee4cf,4/8/2000,9/17/2018
86fb75dc-5b15-4f35-a2ee-4b473406a8fd,company,gbr,other_services,München,DE,1e2d348f-f81d-4c0e-ada8-4dc2cbfbaff5,11/7/2005,3/4/2018
b0fb4677-f0be-460f-919f-f62487bb8cae,company,gbr,information_and_communication,Berlin,DE,0a0b2d9e-14dd-4e7e-8d14-4cabe86ec787,4/27/2012,3/17/2017
68391e7b-af36-4d10-be8b-1a22f1a920cd,company,gbr,other_economic_services,Berlin,DE,eba6003f-09d8-4ef9-b075-bd81c8f661ba,5/14/1970,3/22/2019
46f2ab30-82fe-45e0-a3a7-aa9509ba8bc1,company,gbr,other_economic_services,Frankfurt am Main,DE,ba4beaf7-49ef-4a62-bab2-59fc2f7151bf,8/5/1980,8/18/2017
30ed9811-68cb-4b08-8347-3681cfddb5c3,company,gbr,other_economic_services,Ellerbek,DE,ba33e284-ca8d-4f3b-96a2-458f6d27083c,1/23/1990,12/8/2017
18e14b01-c402-4189-83f3-4cda3fb58f75,company,gmbh,information_and_communication,Michelfeld,DE,3672cb21-1e78-4857-adfe-96bfd8354793,5/4/1993,12/14/2018
dfdd2be8-e662-4e26-b31e-4e244434a69c,company,gbr,other_services,Berlin,DE,b000a1b7-f388-4e6d-8fc5-38d3ec308aa9,4/9/1986,1/21/2019
14640071-61f0-4bfc-9da8-199e1de3c2d9,company,ug,other_economic_services,Mechernich,DE,332992e6-52cb-4183-969d-34317373ee4b,5/1/1981,11/30/2018
456b2d0b-256d-4b5d-8b22-ba4d209c791b,freiberufler,einzelunternehmen,scientific_technical_consulting_services,Berlin,DE,a85d22f0-6bce-4e82-a549-3e06a0158239,5/22/1960,3/10/2019
19b85e5b-d0b3-48d2-8d57-429e093785da,selbstaendiger,einzelunternehmen,health_care_veterin_a_welfare_firm_freelance,Radeburg,DE,060c45dc-42e1-46d7-847e-cf5007656254,12/24/2000,6/3/2019
ab003a25-beef-4080-ac14-08e50bc568d7,selbstaendiger,einzelunternehmen,other_services,Essen,DE,9eb176c9-f28d-4101-b694-c59d9391e395,7/4/1963,3/20/2019
1a8ea78d-cfcb-4482-8ea6-243c07eab058,company,gbr,other_services,Berlin,DE,5e582229-e376-4047-8369-33c534fa6052,10/15/1997,3/2/2018
60d2cbec-300b-402b-be99-07cbf4a0bd86,company,ug_i_gr,other_services,Schiffweiler,DE,502a5c6d-ed10-4cce-bca7-43a553baefae,2/23/1998,12/2/2017
93682a34-2035-4f5d-8b40-0aee0697a8a7,selbstaendiger,einzelunternehmen,other_services,Stuttgart,DE,bb5d4274-d274-4ab2-b8f6-293568de177b,3/18/1967,6/13/2019
646f0e06-c7c0-45c4-919b-f74ee3a38b8c,company,gmbh,scientific_technical_consulting_services,Stuttgart,DE,3bacf7a9-021f-45c5-b61e-6c87f4f88ed8,10/22/2001,3/8/2019
37758107-5f8e-4c90-aec9-adc594651599,company,kg,scientific_technical_consulting_services,Stuttgart,DE,053151cc-1a7b-43c5-ae5e-b7b89dc7ec2d,12/3/1984,12/9/2018
07e2b406-0624-4cb5-b7ae-6ec5d8698d2c,company,ug_i_gr,trade_maintenance_and_repair_of_vehicles,Stuttgart,DE,5f2b47e3-5442-4368-b2b8-ed6598f20f19,7/23/1995,5/20/2017
b7be6a89-eac1-4219-b9c3-63e0b842ecbf,company,ug,other_services,Stuttgart,DE,795eac6f-a2e9-4ee5-8918-6828459af462,11/20/1995,9/13/2017
18953afa-23ac-4cbf-95d5-491f0b3a3275,company,ug_i_gr,other_economic_services,Stuttgart,DE,ab2d7115-41c5-484c-b8c7-ded254145685,10/9/1999,7/3/2017
1316b0b6-810d-4207-a949-17c57f3d8d16,company,ug_i_gr,other_services,Stuttgart,DE,6daf0467-6d1a-4814-9b51-35cc15059f6c,4/15/1980,11/17/2018
0c328eca-953b-4e62-9612-0cd38c170430,company,ug,other_economic_services,Stuttgart,DE,62a7fdec-56cd-462f-a9bd-d9c00e8826bf,5/14/2009,10/7/2018
ac654b2c-761f-45f2-9e23-8ffb3a970752,selbstaendiger,einzelunternehmen,other_property_management,Stuttgart,DE,18c07dd9-898b-4a4a-8dc2-759a26b7c5d7,2/22/2006,5/9/2019
1480c685-0c3a-404a-97ad-0f5d956d6086,company,gmbh,information_and_communication,Stuttgart,DE,2637c89f-4b7f-493b-9b5f-670650003427,2/9/2012,11/16/2018
8c375ee1-045c-48e8-a16a-a57d3b30e172,company,ug,other_economic_services,Stuttgart,DE,8dcd6121-76d7-4124-b237-72b62bd97d3f,5/12/1970,5/26/2019
45933658-77b3-4fc1-9b09-88a7b7646996,freiberufler,ug,scientific_technical_consulting_services,Stuttgart,DE,115fb03a-e9d9-4212-86f8-4bd592ca7072,4/3/1981,3/16/2019
97c25563-bf62-4d8d-8fa7-89d86911ea60,company,ug,information_and_communication,Stuttgart,DE,151c5cf8-8966-48a4-b8eb-512be4abcd2d,11/1/2009,8/14/2018
fba44f7b-cbf7-4caf-ae44-5597bb15ddaa,company,ug,information_and_communication,Stuttgart,DE,cc542798-fe50-484b-87de-813b8bdfcadd,6/14/1987,3/2/2018
c519642b-c3f0-4a39-8493-97772ddae366,company,ug,other_economic_services,Stuttgart,DE,1f3c5639-ba2e-4ebd-9bcf-c19cfd2ee8ac,12/12/1996,3/14/2019
a84abd42-07a8-4881-8610-ef610c4198d4,company,ug,other_economic_services,Stuttgart,DE,97470d22-68b9-4047-99d5-4b19a4c9ed99,12/13/1984,7/19/2017
17d7b5d1-fc47-4d86-b010-c4ce0df655d4,company,ug,other_services,Stuttgart,DE,01240cdc-d048-4625-849a-989fe3c29b24,6/27/1986,4/14/2018
aaea9edb-e8fb-43f8-8d23-d2a8734565bd,company,ug,other_services,Stuttgart,DE,d06da037-5f7d-4adf-bc70-3c84f3d27ce7,8/8/2001,9/30/2017
706f3b95-9e02-4c64-98b8-0e728f62d113,company,ug,other_economic_services,Stuttgart,DE,2ecca0f7-d349-49b0-8d00-e0db81a22c42,11/15/1988,11/27/2018
ed4f71d8-9977-40be-9b49-3b7cf1436ee8,company,ug,other_economic_services,Stuttgart,DE,f0a25608-12c7-492f-8917-1f92ee026542,12/10/2007,9/18/2017
ab309e2c-4bbf-46b9-9c8e-742e0d584400,company,ug,other_services,Stuttgart,DE,9ee8b05b-1c28-40e3-a2e3-780a86a99afd,5/21/1974,9/25/2017
75d7626d-7b77-4a28-8cfe-1de9103c8508,company,ug,other_economic_services,Stuttgart,DE,2c9214c8-4b71-4fac-b100-d88bf93b6109,11/8/1965,9/2/2018
a62ac3d0-e12c-4c90-9f41-3b90cdb2839c,company,ug,trade_maintenance_and_repair_of_vehicles,Stuttgart,DE,435cc362-bb44-4221-8bb1-1586867725a7,9/7/2008,4/3/2019
4f12c1eb-dabe-4bc9-b6fb-3b19e478a68d,company,ug,other_property_management,Stuttgart,DE,f3490169-eb9f-4b66-b3a3-fe1f071e8e4b,9/10/2010,11/19/2018
e654068d-76bb-4802-8eb8-27c7934a1950,company,ug,other_economic_services,Stuttgart,DE,3fc75f9e-134d-4b34-94b8-50c9ee29483e,3/31/1998,5/14/2018
07c97c97-9383-416f-9c82-564006668aa6,company,ug,other_services,Stuttgart,DE,9421880e-6276-48eb-a9ac-097a083a489f,8/7/2016,8/22/2017
f7ad66e5-6722-4ed9-b94c-9aafbd158980,company,gmbh,information_and_communication,Stuttgart,DE,8cfe746e-fe2a-4093-bc2d-d2f620e685c0,2/8/2004,11/30/2018
c5fd7833-678d-445e-ac35-f55288e3bc62,company,ug,other_services,Stuttgart,DE,57cc477c-04ed-48c0-8cd2-3454085a4b5d,1/31/1993,1/23/2019
73f0c4e3-e952-4f55-bf3b-923bdcdf687c,selbstaendiger,kg,other_services,Stuttgart,DE,539c0b8e-dd46-4380-ae71-0fc16a9c0a94,3/10/1985,4/17/2019
fcd64deb-cb61-4ee9-a9e6-8cfcf5dc3d97,company,kg,information_and_communication,Stuttgart,DE,18566597-db94-4dae-a743-08dba97d9b0c,1/3/1973,9/2/2017
adc66f51-c7c2-487e-a8ec-8f55da4924ea,company,kg,other_services,Stuttgart,DE,81adeb91-fba2-4c9d-891e-3d922107f7a5,1/23/2016,3/17/2017
57939617-c11a-466c-89c1-f3e8ba5882e0,company,kg,other_services,Stuttgart,DE,e85e9f84-2de3-4eab-b400-d15e883b8012,8/18/1980,4/19/2019
5416642d-5761-4f48-867d-987e478fddf4,company,kg,other_economic_services,Stuttgart,DE,0582e242-1dd1-4943-a871-ed1ed4e744c9,3/5/1973,1/28/2019
4a34237f-71e7-4616-902a-a330ca52b574,company,kg,other_services,Stuttgart,DE,19bec20d-f874-4930-ad95-3025f555d633,4/24/1988,2/12/2019
35566296-acdc-4925-b47f-6586d54b0d54,company,kg,trade_maintenance_and_repair_of_vehicles,Stuttgart,DE,f29c0cf7-2875-4b96-a962-3be3afdcff81,5/23/1969,9/22/2018
ded4c47a-60cb-4fe2-b10a-d7264b4bb13f,company,kg,building_industry,Stuttgart,DE,946ee658-51b3-411e-869f-e93f06602a28,4/25/2008,9/17/2017
1a3439df-8cc9-4ef7-8230-52c413bf1b30,company,kg,other_services,Stuttgart,DE,b4c99290-fa6e-48be-81d2-09342f30b4f2,11/26/1995,12/29/2018
ef185ccc-5de9-47e8-822e-30d8e2bcc455,company,kg,other_economic_services,Stuttgart,DE,cc9943f4-d22c-4101-8dcf-cb4fc2623a85,5/15/2009,10/19/2018
2fecc908-bdc9-4711-a391-5a0998cfab93,company,kg,other_services,Stuttgart,DE,7701471d-517d-49ca-8ec0-e4c7eeaac43a,5/29/1967,7/17/2018
fb797c89-11d3-4175-a425-28610d56ef3e,company,kg,other_services,Stuttgart,DE,372f6ffd-a0e7-4e14-be09-19e0e5cc7207,2/15/2010,12/17/2017
1d807bd8-ff7b-49a3-8c55-a86e879e4d9d,company,kg,information_and_communication,Stuttgart,DE,c54c4cfb-4997-4b2e-b153-2608d2ec76d6,3/13/2001,4/8/2018
c84a7de9-869f-4b44-a914-78bf01c48bb9,company,kg,other_economic_services,Stuttgart,DE,90e252a9-1544-47fd-883d-86e1cd22386d,9/14/2009,11/3/2017
46f19767-14ed-4987-9f30-fd95144a5b7f,company,kg,other_economic_services,Stuttgart,DE,45fe6c6b-082d-4684-87a9-d0ed51a17b15,10/10/1971,6/8/2018
af9cc213-38b4-4d84-9e64-39e930230904,company,kg,other_economic_services,Berlin,DE,7c608ecd-0703-4f78-a5f2-25bc6f971ded,5/8/1973,10/7/2018
b34393b8-b367-4791-ac56-a67419d913ca,company,kg,other_services,Frankfurt am Main,DE,4d2e7d4c-dee8-4435-be6b-2a54f5d0d35c,3/19/1969,8/24/2018
8970eb80-2113-4c6a-b0e7-e955201595df,company,kg,other_economic_services,Berlin,DE,540e434e-8dac-4c54-a922-ddb94eda6b9f,11/10/1972,4/15/2019
893b05e5-4927-4501-9e11-d86ffbb5a79b,company,kg,other_economic_services,Duisburg,DE,ac4be3c4-4f89-4601-a83a-c44c5c3bbe9f,4/27/2004,12/1/2017
291112ac-8f96-4823-a2a6-9e0c9c945006,company,kg,other_services,Frankfurt am Main,DE,91b7a1d5-272c-4076-91d9-02517e0cf7f9,9/8/2001,7/28/2017
b69a262e-8894-4bcf-b4f7-1d6707dd5908,company,kg,scientific_technical_consulting_services,Berlin,DE,893b7963-d620-428b-80f0-b3b6ced2a697,6/15/1985,3/17/2019
7ce4e64a-70a1-416b-8201-6905c67794bf,company,kg,other_services,Amt Wachsenburg,DE,dc554749-b83c-4c4b-a622-b0774ef6ac87,8/17/1987,12/1/2018
9ec2f3d1-0c62-4606-bc46-07318b2916a2,company,kg,other_services,Amt Wachsenburg,DE,5035843b-b37f-4fc6-a28d-aa02d1234bd1,10/2/2005,1/16/2018
92a6d40e-6f40-453f-88bf-3a0c0a5c6518,company,kg,information_and_communication,Amt Wachsenburg,DE,dbed06a8-5646-4570-bd01-66c45465eafa,1/12/1998,6/11/2017
b6ad80a5-89a8-4d7d-a5d1-0cf049646ab6,company,kg,other_economic_services,Amt Wachsenburg,DE,0d6749f1-cae1-4ee2-9154-285b05c2b592,8/5/1991,3/31/2019
db51c99e-5e07-4e31-b966-a2f7a3b07a5c,company,kg,information_and_communication,Amt Wachsenburg,DE,41c14d84-add8-4c34-8558-7f6c22ba7dc1,2/21/1970,3/10/2019
1064e113-d13d-463f-bcad-024fecd437bb,company,kg,trade_maintenance_and_repair_of_vehicles,Amt Wachsenburg,DE,fa72cada-1134-4f1c-9388-a565491c0eec,4/1/1981,12/23/2018
3b9f2786-791b-45aa-9f11-9bf7f02e4090,company,kg,other_economic_services,Amt Wachsenburg,DE,8302ea73-8da0-4415-bd98-52b471d57424,7/26/2005,10/1/2018
052fe1d5-2861-414e-b67a-cd75cfd661e6,company,kg,information_and_communication,Amt Wachsenburg,DE,20a82126-7d37-4de2-9fe9-56aca4ce837d,3/2/1993,8/10/2018
12f759e1-a07e-4bd0-bb8a-cb420be85a02,company,kg,trade_maintenance_and_repair_of_vehicles,Amt Wachsenburg,DE,d199ce83-beb5-4af7-9757-8a037e1794ae,12/25/1973,2/28/2018
8c4427a2-826a-48c5-a6f4-632b166334d9,company,kg,trade_maintenance_and_repair_of_vehicles,Amt Wachsenburg,DE,56b7b929-e5fd-418f-935e-e58fd4e82b14,2/15/1980,8/19/2018
78aa4386-f7c7-4273-94bd-2825e583cea9,company,kg,other_economic_services,Amt Wachsenburg,DE,bd0a3316-76a3-4a02-8b3e-59c05a892abb,7/12/2010,4/14/2019
b8849d72-1b9c-4cbe-a40e-c48287ce86d7,company,kg,information_and_communication,Amt Wachsenburg,DE,65a2b16e-eaa5-421b-ba29-e81588f80588,10/23/2001,5/13/2017
2381243d-2bd3-4c3c-aaed-8eda82512a5d,company,kg,other_economic_services,Amt Wachsenburg,DE,63ab247d-f15a-4fee-bedb-76277c57b35a,7/31/1978,2/23/2019
cf15eee8-dc9a-4f88-a1ea-6be07e8c99b5,company,kg,other_services,Amt Wachsenburg,DE,b8305ea1-a805-44fd-b708-5a39f78ad461,12/18/1982,11/22/2018
d413007c-5303-4fa4-81be-45feced1bfc1,company,kg,trade_maintenance_and_repair_of_vehicles,Amt Wachsenburg,DE,dae8d4cb-6543-4334-aaac-7b9b6eb1494c,12/26/2003,6/15/2018
41e048db-b9c2-47a0-b234-d32918808c2b,company,kg,other_economic_services,Amt Wachsenburg,DE,0caa7c1e-10d1-4587-ae2d-bd6d275fd833,4/18/2005,1/7/2018
555c5a6f-efc7-46f9-8d6c-dd970845bdb0,company,kg,other_services,Amt Wachsenburg,DE,1df832d3-b07d-4ec0-81f4-a3cec63e2d67,8/24/1989,12/29/2017
427af0ab-537a-487d-b7b2-a283d17f1127,company,kg,information_and_communication,Amt Wachsenburg,DE,0e174604-9c19-4007-bd25-1ab3d3b64259,1/18/1967,4/11/2018
ae482e78-119f-4186-8dd0-0e150802a08a,company,kg,other_services,Amt Wachsenburg,DE,c606b049-d441-4c45-bf99-9f149e510a29,7/7/1983,1/3/2018
71e8b46f-1b66-4aa5-b0b0-368811854cdb,company,kg,other_economic_services,Amt Wachsenburg,DE,4bf65c12-1a94-4759-b206-2e40d24f10fb,4/16/2007,3/11/2018
aca0e77f-cc68-4b5b-b183-20c4bb0570d1,company,kg,other_economic_services,Frankfurt am Main,DE,4b90008b-217d-40a2-a3aa-f6750741b248,8/7/1996,5/19/2019
7b791b74-72cc-4327-9b2d-3abf4bd6e08a,company,kg,building_industry,Berlin,DE,54a16023-b707-4d3e-a086-a1e931221679,10/10/1984,8/10/2018
f96020be-d542-4340-9bb8-45e813f4b0f7,company,kg,other_economic_services,Tannheim,DE,c766fc06-799b-4e48-a852-451c6ba7343f,6/16/2015,6/24/2018
e70db8ce-caac-45c1-a90d-c0b9fa520623,company,kg,other_services,Tannheim,DE,9cfc99ea-469f-4c6d-b03c-45d05d980136,11/6/1988,10/16/2018
ab9c0b67-6a6d-4f50-bd46-9f21f561c3e7,company,kg,information_and_communication,Tannheim,DE,217e549a-759a-4e0f-978b-ec14fda61685,3/26/2002,9/30/2018
f87f265f-9069-4c88-abff-544fec9d57dc,company,kg,other_economic_services,Tannheim,DE,1adeb1e3-91e7-4d44-ab32-4e22871eb517,5/6/1982,8/11/2017
80ede452-7fec-4cbb-b279-4caf0db019c9,company,kg,gastronomy,Tannheim,DE,3ebcd7ee-a8c2-4949-883e-562b1021fd64,11/10/1996,1/22/2019
30553121-f58f-4269-8ea5-0c479877aaf2,company,kg,other_services,Tannheim,IT,a4bda6e4-a86d-45a3-8748-8f72e3f19dad,11/23/1995,5/23/2019
8e5d44fc-0a40-4adb-87bf-130bf7873d4b,company,kg,scientific_technical_consulting_services,Tannheim,DE,ec110290-2e27-4aab-bcc6-9b734beb2c3d,7/26/1961,4/12/2018
445a4c55-ab21-4487-95c2-68ad2d75b0da,company,kg,other_economic_services,Tannheim,DE,b25bd6f1-819d-4909-b827-4e35e1a6eebc,1/23/2019,3/22/2019
7d9030cb-77fc-4aa1-b2bc-58462d853ca9,company,kg,other_services,Tannheim,DE,1fa12f11-f22f-45db-9c9d-933c3d5abf1b,4/9/1980,3/14/2018
3b738643-e06b-49b1-9c8a-1ffdf467d6a0,company,kg,other_services,Tannheim,DE,a1d68b5a-2298-4aa2-93e4-6b43146efa7e,6/2/1960,8/15/2018
93a80b0f-9dad-4bd9-b693-8adc56e2f8b5,company,kg,other_economic_services,Tannheim,DE,653a1e02-3a3f-4dca-b9b9-faac56d4d762,11/9/1975,12/16/2017
21b3f2b2-7634-4296-b137-9885a5957dcd,company,kg,information_and_communication,Tannheim,DE,0af4650f-a5f3-48b5-8d96-bdf3dc686198,6/7/1964,10/21/2018
c0a83ae5-fbc2-492b-b46c-830019038b6b,company,kg,other_economic_services,Tannheim,DE,f4b3a537-2bcb-4b93-8155-3739ce66ff0d,8/7/2010,2/14/2018
da82a9db-fcb2-44a0-ae4a-d211a462f0d0,company,kg,other_economic_services,Tannheim,DE,2dece35e-e197-495c-9ddc-9703872c83f6,2/27/1969,11/27/2018
a354fc0f-6f30-4f73-9dd1-bd49a5ddc9d8,company,kg,information_and_communication,Tannheim,DE,e03aef77-a9a2-4103-beec-b932f34f438f,3/3/1964,3/15/2019
751c17d4-867e-4ff2-9fa3-e9e201c86c4e,company,kg,other_economic_services,Tannheim,DE,7317af5e-0df7-4644-b9de-07ab6d11fa5a,1/19/1969,10/14/2018
6d717895-6152-4df3-b799-70688f43250b,company,kg,other_economic_services,Tannheim,DE,08198e28-0227-49fe-9f3f-de2f5ddc29ae,10/26/1984,11/12/2018
a32fbad0-2ec3-4c73-a840-96bd2f88008a,company,kg,information_and_communication,Tannheim,DE,2aa25d6f-9dfb-41b0-85a9-1d12041d7df7,12/15/1995,12/15/2018
e822e05e-487e-4560-a609-df0c4263ef4e,company,kg,other_services,Tannheim,DE,e6f4181f-bf74-4402-bca3-ac379d9b01ca,5/5/2015,11/16/2018
952be7ce-2903-4811-8279-e4cc4c9cefb6,company,kg,information_and_communication,Tannheim,DE,c1cfa883-9f2a-441f-9847-aafa1fc0eb73,9/29/2011,9/2/2017
dbee3b61-fd8c-41d6-ba29-78311048ffa3,company,kg,other_economic_services,Tannheim,DE,5e9ab72f-0e69-44a4-9492-1c33fe05622b,6/22/1994,5/20/2018
70413813-ac91-4e6d-9a95-1ea1665a2e11,company,kg,information_and_communication,Tannheim,DE,7db29bb9-bac6-40ef-8fce-8ed3cc39291c,6/26/2008,4/6/2018
83a3e680-e348-44e5-8d57-8b5e186c9911,company,kg,other_services,Tannheim,DE,0f632d77-b80b-45d2-acc8-665a791b40ff,1/25/2005,10/1/2017
89ac5a56-33ac-4954-820a-187d581db132,company,kg,other_services,Tannheim,DE,29ec9b56-9cfc-43bd-8366-5bb70fc99895,5/28/1992,4/4/2019
65529ab1-b424-4618-bfce-2745d701c64b,company,kg,other_economic_services,Tannheim,DE,c0c5c2f3-2e9e-45b1-ab42-84bc85d8f56d,6/7/1966,3/17/2018
ecef1f64-6ec8-4e0e-af69-5d22ccf481f3,company,kg,other_services,Tannheim,DE,86cb93b9-0df0-4338-9cc3-b04d909e0293,11/20/1995,6/20/2017
6d2a8f65-b631-4a3c-ae84-a3f12cccefaa,company,kg,gastronomy,Tannheim,IT,751a55c0-4f1c-4101-9cbc-bd0e79528a08,5/14/1973,4/13/2019
9bbbde30-d2e2-4ff7-a142-f63b3deb0402,company,kg,other_economic_services,München,DE,4d9037da-93ef-408b-82cd-44b6eee1b9ea,12/10/1975,8/15/2017
